COUNTY,Date,EP_Region,AAA_Region,Cases,Deaths,Cases.Cumulative,Deaths.Cumulative,county_id
Berrien,2020-03-07,Region 5,Region 4,0,0,1,0,Berrien
Berrien,2020-03-08,Region 5,Region 4,0,0,1,0,Berrien
Berrien,2020-03-09,Region 5,Region 4,0,0,1,0,Berrien
Berrien,2020-03-10,Region 5,Region 4,1,0,2,0,Berrien
Berrien,2020-03-11,Region 5,Region 4,0,0,2,0,Berrien
Berrien,2020-03-12,Region 5,Region 4,5,0,7,0,Berrien
Berrien,2020-03-13,Region 5,Region 4,5,0,12,0,Berrien
Berrien,2020-03-14,Region 5,Region 4,2,0,14,0,Berrien
Berrien,2020-03-15,Region 5,Region 4,2,0,16,0,Berrien
Berrien,2020-03-16,Region 5,Region 4,4,0,20,0,Berrien
Berrien,2020-03-17,Region 5,Region 4,2,0,22,0,Berrien
Berrien,2020-03-18,Region 5,Region 4,4,0,26,0,Berrien
Berrien,2020-03-19,Region 5,Region 4,2,0,28,0,Berrien
Berrien,2020-03-20,Region 5,Region 4,4,0,32,0,Berrien
Berrien,2020-03-21,Region 5,Region 4,6,0,38,0,Berrien
Berrien,2020-03-22,Region 5,Region 4,3,0,41,0,Berrien
Berrien,2020-03-23,Region 5,Region 4,4,0,45,0,Berrien
Berrien,2020-03-24,Region 5,Region 4,5,0,50,0,Berrien
Berrien,2020-03-25,Region 5,Region 4,2,0,52,0,Berrien
Berrien,2020-03-26,Region 5,Region 4,2,0,54,0,Berrien
Berrien,2020-03-27,Region 5,Region 4,6,0,60,0,Berrien
Berrien,2020-03-28,Region 5,Region 4,3,0,63,0,Berrien
Berrien,2020-03-29,Region 5,Region 4,2,0,65,0,Berrien
Berrien,2020-03-30,Region 5,Region 4,4,1,69,1,Berrien
Berrien,2020-03-31,Region 5,Region 4,5,0,74,1,Berrien
Berrien,2020-04-01,Region 5,Region 4,10,0,84,1,Berrien
Berrien,2020-04-02,Region 5,Region 4,7,0,91,1,Berrien
Berrien,2020-04-03,Region 5,Region 4,2,0,93,1,Berrien
Berrien,2020-04-04,Region 5,Region 4,6,0,99,1,Berrien
Berrien,2020-04-05,Region 5,Region 4,6,0,105,1,Berrien
Berrien,2020-04-06,Region 5,Region 4,7,1,112,2,Berrien
Berrien,2020-04-07,Region 5,Region 4,10,0,122,2,Berrien
Berrien,2020-04-08,Region 5,Region 4,3,0,125,2,Berrien
Berrien,2020-04-09,Region 5,Region 4,7,0,132,2,Berrien
Berrien,2020-04-10,Region 5,Region 4,8,2,140,4,Berrien
Berrien,2020-04-11,Region 5,Region 4,7,0,147,4,Berrien
Berrien,2020-04-12,Region 5,Region 4,6,0,153,4,Berrien
Berrien,2020-04-13,Region 5,Region 4,9,1,162,5,Berrien
Berrien,2020-04-14,Region 5,Region 4,4,2,166,7,Berrien
Berrien,2020-04-15,Region 5,Region 4,7,0,173,7,Berrien
Berrien,2020-04-16,Region 5,Region 4,14,1,187,8,Berrien
Berrien,2020-04-17,Region 5,Region 4,6,0,193,8,Berrien
Berrien,2020-04-18,Region 5,Region 4,4,0,197,8,Berrien
Berrien,2020-04-19,Region 5,Region 4,3,0,200,8,Berrien
Berrien,2020-04-20,Region 5,Region 4,9,2,209,10,Berrien
Berrien,2020-04-21,Region 5,Region 4,10,1,219,11,Berrien
Berrien,2020-04-22,Region 5,Region 4,11,0,230,11,Berrien
Berrien,2020-04-23,Region 5,Region 4,13,0,243,11,Berrien
Berrien,2020-04-24,Region 5,Region 4,15,1,258,12,Berrien
Berrien,2020-04-25,Region 5,Region 4,14,2,272,14,Berrien
Berrien,2020-04-26,Region 5,Region 4,5,1,277,15,Berrien
Berrien,2020-04-27,Region 5,Region 4,13,0,290,15,Berrien
Berrien,2020-04-28,Region 5,Region 4,25,0,315,15,Berrien
Berrien,2020-04-29,Region 5,Region 4,15,0,330,15,Berrien
Berrien,2020-04-30,Region 5,Region 4,13,1,343,16,Berrien
Berrien,2020-05-01,Region 5,Region 4,15,2,358,18,Berrien
Berrien,2020-05-02,Region 5,Region 4,13,0,371,18,Berrien
Berrien,2020-05-03,Region 5,Region 4,20,1,391,19,Berrien
Berrien,2020-05-04,Region 5,Region 4,19,1,410,20,Berrien
Berrien,2020-05-05,Region 5,Region 4,3,0,413,20,Berrien
Berrien,2020-05-06,Region 5,Region 4,10,0,423,20,Berrien
Berrien,2020-05-07,Region 5,Region 4,7,2,430,22,Berrien
Berrien,2020-05-08,Region 5,Region 4,15,0,445,22,Berrien
Berrien,2020-05-09,Region 5,Region 4,8,1,453,23,Berrien
Berrien,2020-05-10,Region 5,Region 4,9,1,462,24,Berrien
Berrien,2020-05-11,Region 5,Region 4,22,2,484,26,Berrien
Berrien,2020-05-12,Region 5,Region 4,19,0,503,26,Berrien
Berrien,2020-05-13,Region 5,Region 4,24,1,527,27,Berrien
Berrien,2020-05-14,Region 5,Region 4,7,1,534,28,Berrien
Berrien,2020-05-15,Region 5,Region 4,17,1,551,29,Berrien
Berrien,2020-05-16,Region 5,Region 4,6,2,557,31,Berrien
Berrien,2020-05-17,Region 5,Region 4,4,2,561,33,Berrien
Berrien,2020-05-18,Region 5,Region 4,14,0,575,33,Berrien
Berrien,2020-05-19,Region 5,Region 4,8,1,583,34,Berrien
Berrien,2020-05-20,Region 5,Region 4,12,4,595,38,Berrien
Berrien,2020-05-21,Region 5,Region 4,6,3,601,41,Berrien
Berrien,2020-05-22,Region 5,Region 4,9,2,610,43,Berrien
Berrien,2020-05-23,Region 5,Region 4,1,2,611,45,Berrien
Berrien,2020-05-24,Region 5,Region 4,3,1,614,46,Berrien
Berrien,2020-05-25,Region 5,Region 4,3,1,617,47,Berrien
Berrien,2020-05-26,Region 5,Region 4,6,2,623,49,Berrien
Berrien,2020-05-27,Region 5,Region 4,7,0,630,49,Berrien
Berrien,2020-05-28,Region 5,Region 4,8,0,638,49,Berrien
Berrien,2020-05-29,Region 5,Region 4,3,0,641,49,Berrien
Berrien,2020-05-30,Region 5,Region 4,5,1,646,50,Berrien
Berrien,2020-05-31,Region 5,Region 4,0,2,646,52,Berrien
Berrien,2020-06-01,Region 5,Region 4,1,1,647,53,Berrien
Berrien,2020-06-02,Region 5,Region 4,4,0,651,53,Berrien
Berrien,2020-06-03,Region 5,Region 4,1,0,652,53,Berrien
Berrien,2020-06-04,Region 5,Region 4,2,0,654,53,Berrien
Berrien,2020-06-05,Region 5,Region 4,2,0,656,53,Berrien
Berrien,2020-06-06,Region 5,Region 4,2,1,658,54,Berrien
Berrien,2020-06-07,Region 5,Region 4,1,3,659,57,Berrien
Berrien,2020-06-08,Region 5,Region 4,5,0,664,57,Berrien
Berrien,2020-06-09,Region 5,Region 4,1,0,665,57,Berrien
Berrien,2020-06-10,Region 5,Region 4,1,0,666,57,Berrien
Berrien,2020-06-11,Region 5,Region 4,2,0,668,57,Berrien
Berrien,2020-06-12,Region 5,Region 4,0,0,668,57,Berrien
Branch,2020-03-01,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-02,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-03,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-04,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-05,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-06,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-07,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-08,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-09,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-10,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-11,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-12,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-13,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-14,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-15,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-16,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-17,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-18,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-19,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-20,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-21,Region 5,Region 3C,0,0,0,0,Branch
Branch,2020-03-22,Region 5,Region 3C,1,0,1,0,Branch
Branch,2020-03-23,Region 5,Region 3C,0,0,1,0,Branch
Branch,2020-03-24,Region 5,Region 3C,1,0,2,0,Branch
Branch,2020-03-25,Region 5,Region 3C,1,0,3,0,Branch
Branch,2020-03-26,Region 5,Region 3C,2,0,5,0,Branch
Branch,2020-03-27,Region 5,Region 3C,0,0,5,0,Branch
Branch,2020-03-28,Region 5,Region 3C,1,0,6,0,Branch
Branch,2020-03-29,Region 5,Region 3C,1,0,7,0,Branch
Branch,2020-03-30,Region 5,Region 3C,0,0,7,0,Branch
Branch,2020-03-31,Region 5,Region 3C,2,0,9,0,Branch
Branch,2020-04-01,Region 5,Region 3C,4,0,13,0,Branch
Branch,2020-04-02,Region 5,Region 3C,4,0,17,0,Branch
Branch,2020-04-03,Region 5,Region 3C,5,1,22,1,Branch
Branch,2020-04-04,Region 5,Region 3C,3,0,25,1,Branch
Branch,2020-04-05,Region 5,Region 3C,2,0,27,1,Branch
Branch,2020-04-06,Region 5,Region 3C,2,0,29,1,Branch
Branch,2020-04-07,Region 5,Region 3C,1,0,30,1,Branch
Branch,2020-04-08,Region 5,Region 3C,2,0,32,1,Branch
Branch,2020-04-09,Region 5,Region 3C,0,1,32,2,Branch
Branch,2020-04-10,Region 5,Region 3C,1,0,33,2,Branch
Branch,2020-04-11,Region 5,Region 3C,0,0,33,2,Branch
Branch,2020-04-12,Region 5,Region 3C,0,0,33,2,Branch
Branch,2020-04-13,Region 5,Region 3C,2,0,35,2,Branch
Branch,2020-04-14,Region 5,Region 3C,1,0,36,2,Branch
Branch,2020-04-15,Region 5,Region 3C,2,0,38,2,Branch
Branch,2020-04-16,Region 5,Region 3C,3,0,41,2,Branch
Branch,2020-04-17,Region 5,Region 3C,3,0,44,2,Branch
Branch,2020-04-18,Region 5,Region 3C,4,0,48,2,Branch
Branch,2020-04-19,Region 5,Region 3C,2,0,50,2,Branch
Branch,2020-04-20,Region 5,Region 3C,0,0,50,2,Branch
Branch,2020-04-21,Region 5,Region 3C,2,0,52,2,Branch
Branch,2020-04-22,Region 5,Region 3C,5,0,57,2,Branch
Branch,2020-04-23,Region 5,Region 3C,1,0,58,2,Branch
Branch,2020-04-24,Region 5,Region 3C,2,0,60,2,Branch
Branch,2020-04-25,Region 5,Region 3C,1,0,61,2,Branch
Branch,2020-04-26,Region 5,Region 3C,0,0,61,2,Branch
Branch,2020-04-27,Region 5,Region 3C,3,0,64,2,Branch
Branch,2020-04-28,Region 5,Region 3C,3,0,67,2,Branch
Branch,2020-04-29,Region 5,Region 3C,2,0,69,2,Branch
Branch,2020-04-30,Region 5,Region 3C,2,0,71,2,Branch
Branch,2020-05-01,Region 5,Region 3C,2,0,73,2,Branch
Branch,2020-05-02,Region 5,Region 3C,1,0,74,2,Branch
Branch,2020-05-03,Region 5,Region 3C,0,0,74,2,Branch
Branch,2020-05-04,Region 5,Region 3C,4,0,78,2,Branch
Branch,2020-05-05,Region 5,Region 3C,2,0,80,2,Branch
Branch,2020-05-06,Region 5,Region 3C,3,0,83,2,Branch
Branch,2020-05-07,Region 5,Region 3C,5,0,88,2,Branch
Branch,2020-05-08,Region 5,Region 3C,2,0,90,2,Branch
Branch,2020-05-09,Region 5,Region 3C,0,0,90,2,Branch
Branch,2020-05-10,Region 5,Region 3C,0,0,90,2,Branch
Branch,2020-05-11,Region 5,Region 3C,3,0,93,2,Branch
Branch,2020-05-12,Region 5,Region 3C,3,0,96,2,Branch
Branch,2020-05-13,Region 5,Region 3C,1,0,97,2,Branch
Branch,2020-05-14,Region 5,Region 3C,1,0,98,2,Branch
Branch,2020-05-15,Region 5,Region 3C,2,0,100,2,Branch
Branch,2020-05-16,Region 5,Region 3C,1,0,101,2,Branch
Branch,2020-05-17,Region 5,Region 3C,1,0,102,2,Branch
Branch,2020-05-18,Region 5,Region 3C,2,0,104,2,Branch
Branch,2020-05-19,Region 5,Region 3C,1,0,105,2,Branch
Branch,2020-05-20,Region 5,Region 3C,0,0,105,2,Branch
Branch,2020-05-21,Region 5,Region 3C,1,0,106,2,Branch
Branch,2020-05-22,Region 5,Region 3C,4,0,110,2,Branch
Branch,2020-05-23,Region 5,Region 3C,0,0,110,2,Branch
Branch,2020-05-24,Region 5,Region 3C,1,0,111,2,Branch
Branch,2020-05-25,Region 5,Region 3C,3,0,114,2,Branch
Branch,2020-05-26,Region 5,Region 3C,4,0,118,2,Branch
Branch,2020-05-27,Region 5,Region 3C,2,0,120,2,Branch
Branch,2020-05-28,Region 5,Region 3C,0,0,120,2,Branch
Branch,2020-05-29,Region 5,Region 3C,5,0,125,2,Branch
Branch,2020-05-30,Region 5,Region 3C,2,0,127,2,Branch
Branch,2020-05-31,Region 5,Region 3C,3,0,130,2,Branch
Branch,2020-06-01,Region 5,Region 3C,5,0,135,2,Branch
Branch,2020-06-02,Region 5,Region 3C,3,0,138,2,Branch
Branch,2020-06-03,Region 5,Region 3C,1,0,139,2,Branch
Branch,2020-06-04,Region 5,Region 3C,1,0,140,2,Branch
Branch,2020-06-05,Region 5,Region 3C,1,0,141,2,Branch
Branch,2020-06-06,Region 5,Region 3C,1,0,142,2,Branch
Branch,2020-06-07,Region 5,Region 3C,1,0,143,2,Branch
Branch,2020-06-08,Region 5,Region 3C,4,0,147,2,Branch
Branch,2020-06-09,Region 5,Region 3C,0,0,147,2,Branch
Branch,2020-06-10,Region 5,Region 3C,0,0,147,2,Branch
Branch,2020-06-11,Region 5,Region 3C,0,0,147,2,Branch
Branch,2020-06-12,Region 5,Region 3C,0,0,147,2,Branch
Calhoun,2020-03-01,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-02,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-03,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-04,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-05,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-06,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-07,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-08,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-09,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-10,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-11,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-12,Region 5,Region 3B,0,0,0,0,Calhoun
Calhoun,2020-03-13,Region 5,Region 3B,1,0,1,0,Calhoun
Calhoun,2020-03-14,Region 5,Region 3B,1,0,2,0,Calhoun
Calhoun,2020-03-15,Region 5,Region 3B,1,0,3,0,Calhoun
Calhoun,2020-03-16,Region 5,Region 3B,2,0,5,0,Calhoun
Calhoun,2020-03-17,Region 5,Region 3B,0,0,5,0,Calhoun
Calhoun,2020-03-18,Region 5,Region 3B,1,0,6,0,Calhoun
Calhoun,2020-03-19,Region 5,Region 3B,2,0,8,0,Calhoun
Calhoun,2020-03-20,Region 5,Region 3B,4,0,12,0,Calhoun
Calhoun,2020-03-21,Region 5,Region 3B,2,0,14,0,Calhoun
Calhoun,2020-03-22,Region 5,Region 3B,2,0,16,0,Calhoun
Calhoun,2020-03-23,Region 5,Region 3B,3,0,19,0,Calhoun
Calhoun,2020-03-24,Region 5,Region 3B,2,0,21,0,Calhoun
Calhoun,2020-03-25,Region 5,Region 3B,3,0,24,0,Calhoun
Calhoun,2020-03-26,Region 5,Region 3B,3,0,27,0,Calhoun
Calhoun,2020-03-27,Region 5,Region 3B,8,0,35,0,Calhoun
Calhoun,2020-03-28,Region 5,Region 3B,6,0,41,0,Calhoun
Calhoun,2020-03-29,Region 5,Region 3B,4,0,45,0,Calhoun
Calhoun,2020-03-30,Region 5,Region 3B,7,0,52,0,Calhoun
Calhoun,2020-03-31,Region 5,Region 3B,5,0,57,0,Calhoun
Calhoun,2020-04-01,Region 5,Region 3B,6,0,63,0,Calhoun
Calhoun,2020-04-02,Region 5,Region 3B,3,0,66,0,Calhoun
Calhoun,2020-04-03,Region 5,Region 3B,3,1,69,1,Calhoun
Calhoun,2020-04-04,Region 5,Region 3B,7,0,76,1,Calhoun
Calhoun,2020-04-05,Region 5,Region 3B,8,0,84,1,Calhoun
Calhoun,2020-04-06,Region 5,Region 3B,4,0,88,1,Calhoun
Calhoun,2020-04-07,Region 5,Region 3B,12,0,100,1,Calhoun
Calhoun,2020-04-08,Region 5,Region 3B,7,0,107,1,Calhoun
Calhoun,2020-04-09,Region 5,Region 3B,8,0,115,1,Calhoun
Calhoun,2020-04-10,Region 5,Region 3B,12,0,127,1,Calhoun
Calhoun,2020-04-11,Region 5,Region 3B,6,0,133,1,Calhoun
Calhoun,2020-04-12,Region 5,Region 3B,6,1,139,2,Calhoun
Calhoun,2020-04-13,Region 5,Region 3B,10,1,149,3,Calhoun
Calhoun,2020-04-14,Region 5,Region 3B,17,0,166,3,Calhoun
Calhoun,2020-04-15,Region 5,Region 3B,9,1,175,4,Calhoun
Calhoun,2020-04-16,Region 5,Region 3B,8,1,183,5,Calhoun
Calhoun,2020-04-17,Region 5,Region 3B,11,0,194,5,Calhoun
Calhoun,2020-04-18,Region 5,Region 3B,6,0,200,5,Calhoun
Calhoun,2020-04-19,Region 5,Region 3B,3,0,203,5,Calhoun
Calhoun,2020-04-20,Region 5,Region 3B,5,0,208,5,Calhoun
Calhoun,2020-04-21,Region 5,Region 3B,6,0,214,5,Calhoun
Calhoun,2020-04-22,Region 5,Region 3B,2,1,216,6,Calhoun
Calhoun,2020-04-23,Region 5,Region 3B,7,4,223,10,Calhoun
Calhoun,2020-04-24,Region 5,Region 3B,4,0,227,10,Calhoun
Calhoun,2020-04-25,Region 5,Region 3B,4,0,231,10,Calhoun
Calhoun,2020-04-26,Region 5,Region 3B,4,1,235,11,Calhoun
Calhoun,2020-04-27,Region 5,Region 3B,5,0,240,11,Calhoun
Calhoun,2020-04-28,Region 5,Region 3B,3,0,243,11,Calhoun
Calhoun,2020-04-29,Region 5,Region 3B,3,1,246,12,Calhoun
Calhoun,2020-04-30,Region 5,Region 3B,5,3,251,15,Calhoun
Calhoun,2020-05-01,Region 5,Region 3B,6,0,257,15,Calhoun
Calhoun,2020-05-02,Region 5,Region 3B,1,0,258,15,Calhoun
Calhoun,2020-05-03,Region 5,Region 3B,3,0,261,15,Calhoun
Calhoun,2020-05-04,Region 5,Region 3B,1,1,262,16,Calhoun
Calhoun,2020-05-05,Region 5,Region 3B,3,0,265,16,Calhoun
Calhoun,2020-05-06,Region 5,Region 3B,5,1,270,17,Calhoun
Calhoun,2020-05-07,Region 5,Region 3B,5,0,275,17,Calhoun
Calhoun,2020-05-08,Region 5,Region 3B,2,0,277,17,Calhoun
Calhoun,2020-05-09,Region 5,Region 3B,4,0,281,17,Calhoun
Calhoun,2020-05-10,Region 5,Region 3B,4,0,285,17,Calhoun
Calhoun,2020-05-11,Region 5,Region 3B,10,0,295,17,Calhoun
Calhoun,2020-05-12,Region 5,Region 3B,7,0,302,17,Calhoun
Calhoun,2020-05-13,Region 5,Region 3B,4,0,306,17,Calhoun
Calhoun,2020-05-14,Region 5,Region 3B,8,1,314,18,Calhoun
Calhoun,2020-05-15,Region 5,Region 3B,16,0,330,18,Calhoun
Calhoun,2020-05-16,Region 5,Region 3B,8,0,338,18,Calhoun
Calhoun,2020-05-17,Region 5,Region 3B,1,0,339,18,Calhoun
Calhoun,2020-05-18,Region 5,Region 3B,9,1,348,19,Calhoun
Calhoun,2020-05-19,Region 5,Region 3B,6,0,354,19,Calhoun
Calhoun,2020-05-20,Region 5,Region 3B,5,0,359,19,Calhoun
Calhoun,2020-05-21,Region 5,Region 3B,1,3,360,22,Calhoun
Calhoun,2020-05-22,Region 5,Region 3B,6,0,366,22,Calhoun
Calhoun,2020-05-23,Region 5,Region 3B,8,0,374,22,Calhoun
Calhoun,2020-05-24,Region 5,Region 3B,1,0,375,22,Calhoun
Calhoun,2020-05-25,Region 5,Region 3B,2,0,377,22,Calhoun
Calhoun,2020-05-26,Region 5,Region 3B,4,0,381,22,Calhoun
Calhoun,2020-05-27,Region 5,Region 3B,5,0,386,22,Calhoun
Calhoun,2020-05-28,Region 5,Region 3B,2,0,388,22,Calhoun
Calhoun,2020-05-29,Region 5,Region 3B,7,0,395,22,Calhoun
Calhoun,2020-05-30,Region 5,Region 3B,2,0,397,22,Calhoun
Calhoun,2020-05-31,Region 5,Region 3B,2,0,399,22,Calhoun
Calhoun,2020-06-01,Region 5,Region 3B,8,1,407,23,Calhoun
Calhoun,2020-06-02,Region 5,Region 3B,4,0,411,23,Calhoun
Calhoun,2020-06-03,Region 5,Region 3B,6,1,417,24,Calhoun
Calhoun,2020-06-04,Region 5,Region 3B,0,1,417,25,Calhoun
Calhoun,2020-06-05,Region 5,Region 3B,2,0,419,25,Calhoun
Calhoun,2020-06-06,Region 5,Region 3B,1,0,420,25,Calhoun
Calhoun,2020-06-07,Region 5,Region 3B,1,0,421,25,Calhoun
Calhoun,2020-06-08,Region 5,Region 3B,5,0,426,25,Calhoun
Calhoun,2020-06-09,Region 5,Region 3B,2,0,428,25,Calhoun
Calhoun,2020-06-10,Region 5,Region 3B,0,0,428,25,Calhoun
Calhoun,2020-06-11,Region 5,Region 3B,1,0,429,25,Calhoun
Calhoun,2020-06-12,Region 5,Region 3B,0,0,429,25,Calhoun
Cass,2020-03-01,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-02,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-03,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-04,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-05,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-06,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-07,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-08,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-09,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-10,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-11,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-12,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-13,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-14,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-15,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-16,Region 5,Region 4,0,0,0,0,Cass
Cass,2020-03-17,Region 5,Region 4,1,0,1,0,Cass
Cass,2020-03-18,Region 5,Region 4,0,0,1,0,Cass
Cass,2020-03-19,Region 5,Region 4,0,0,1,0,Cass
Cass,2020-03-20,Region 5,Region 4,0,0,1,0,Cass
Cass,2020-03-21,Region 5,Region 4,2,0,3,0,Cass
Cass,2020-03-22,Region 5,Region 4,0,0,3,0,Cass
Cass,2020-03-23,Region 5,Region 4,0,0,3,0,Cass
Cass,2020-03-24,Region 5,Region 4,0,0,3,0,Cass
Cass,2020-03-25,Region 5,Region 4,1,0,4,0,Cass
Cass,2020-03-26,Region 5,Region 4,1,0,5,0,Cass
Cass,2020-03-27,Region 5,Region 4,3,0,8,0,Cass
Cass,2020-03-28,Region 5,Region 4,2,0,10,0,Cass
Cass,2020-03-29,Region 5,Region 4,0,0,10,0,Cass
Cass,2020-03-30,Region 5,Region 4,1,1,11,1,Cass
Cass,2020-03-31,Region 5,Region 4,1,0,12,1,Cass
Cass,2020-04-01,Region 5,Region 4,3,0,15,1,Cass
Cass,2020-04-02,Region 5,Region 4,0,0,15,1,Cass
Cass,2020-04-03,Region 5,Region 4,1,0,16,1,Cass
Cass,2020-04-04,Region 5,Region 4,0,0,16,1,Cass
Cass,2020-04-05,Region 5,Region 4,0,0,16,1,Cass
Cass,2020-04-06,Region 5,Region 4,0,0,16,1,Cass
Cass,2020-04-07,Region 5,Region 4,0,0,16,1,Cass
Cass,2020-04-08,Region 5,Region 4,2,0,18,1,Cass
Cass,2020-04-09,Region 5,Region 4,0,0,18,1,Cass
Cass,2020-04-10,Region 5,Region 4,0,0,18,1,Cass
Cass,2020-04-11,Region 5,Region 4,1,0,19,1,Cass
Cass,2020-04-12,Region 5,Region 4,2,0,21,1,Cass
Cass,2020-04-13,Region 5,Region 4,0,0,21,1,Cass
Cass,2020-04-14,Region 5,Region 4,0,0,21,1,Cass
Cass,2020-04-15,Region 5,Region 4,1,0,22,1,Cass
Cass,2020-04-16,Region 5,Region 4,1,0,23,1,Cass
Cass,2020-04-17,Region 5,Region 4,0,0,23,1,Cass
Cass,2020-04-18,Region 5,Region 4,0,0,23,1,Cass
Cass,2020-04-19,Region 5,Region 4,1,0,24,1,Cass
Cass,2020-04-20,Region 5,Region 4,0,0,24,1,Cass
Cass,2020-04-21,Region 5,Region 4,0,0,24,1,Cass
Cass,2020-04-22,Region 5,Region 4,1,1,25,2,Cass
Cass,2020-04-23,Region 5,Region 4,2,0,27,2,Cass
Cass,2020-04-24,Region 5,Region 4,0,0,27,2,Cass
Cass,2020-04-25,Region 5,Region 4,2,0,29,2,Cass
Cass,2020-04-26,Region 5,Region 4,1,0,30,2,Cass
Cass,2020-04-27,Region 5,Region 4,1,0,31,2,Cass
Cass,2020-04-28,Region 5,Region 4,3,0,34,2,Cass
Cass,2020-04-29,Region 5,Region 4,2,0,36,2,Cass
Cass,2020-04-30,Region 5,Region 4,0,0,36,2,Cass
Cass,2020-05-01,Region 5,Region 4,0,0,36,2,Cass
Cass,2020-05-02,Region 5,Region 4,3,0,39,2,Cass
Cass,2020-05-03,Region 5,Region 4,1,0,40,2,Cass
Cass,2020-05-04,Region 5,Region 4,2,0,42,2,Cass
Cass,2020-05-05,Region 5,Region 4,2,0,44,2,Cass
Cass,2020-05-06,Region 5,Region 4,1,0,45,2,Cass
Cass,2020-05-07,Region 5,Region 4,2,0,47,2,Cass
Cass,2020-05-08,Region 5,Region 4,0,0,47,2,Cass
Cass,2020-05-09,Region 5,Region 4,1,0,48,2,Cass
Cass,2020-05-10,Region 5,Region 4,1,0,49,2,Cass
Cass,2020-05-11,Region 5,Region 4,6,0,55,2,Cass
Cass,2020-05-12,Region 5,Region 4,2,0,57,2,Cass
Cass,2020-05-13,Region 5,Region 4,3,0,60,2,Cass
Cass,2020-05-14,Region 5,Region 4,3,0,63,2,Cass
Cass,2020-05-15,Region 5,Region 4,3,0,66,2,Cass
Cass,2020-05-16,Region 5,Region 4,2,0,68,2,Cass
Cass,2020-05-17,Region 5,Region 4,3,0,71,2,Cass
Cass,2020-05-18,Region 5,Region 4,0,0,71,2,Cass
Cass,2020-05-19,Region 5,Region 4,3,0,74,2,Cass
Cass,2020-05-20,Region 5,Region 4,2,0,76,2,Cass
Cass,2020-05-21,Region 5,Region 4,2,0,78,2,Cass
Cass,2020-05-22,Region 5,Region 4,1,0,79,2,Cass
Cass,2020-05-23,Region 5,Region 4,0,0,79,2,Cass
Cass,2020-05-24,Region 5,Region 4,1,0,80,2,Cass
Cass,2020-05-25,Region 5,Region 4,3,0,83,2,Cass
Cass,2020-05-26,Region 5,Region 4,0,0,83,2,Cass
Cass,2020-05-27,Region 5,Region 4,1,0,84,2,Cass
Cass,2020-05-28,Region 5,Region 4,0,1,84,3,Cass
Cass,2020-05-29,Region 5,Region 4,5,0,89,3,Cass
Cass,2020-05-30,Region 5,Region 4,1,0,90,3,Cass
